Client_ID,Service_Type,Monthly_Revenue,Contract_Length,Support_Tickets,Satisfaction_Score,Payment_Delay,Cloud_Usage,Security_Incidents,Churn
9105,Infrastructure,49599.0,24,1,1.2,27,70,6,0
9106,Security,7105.0,12,3,3.1,38,54,7,0
9107,Security,47513.0,12,2,2.8,54,12,3,0
9108,Infrastructure,,24,18,4.7,3,45,3,0
9109,Support,10630.0,24,24,3.7,28,88,8,0
9110,Security,,12,7,2.4,44,73,3,0
9111,Cloud,23953.0,36,11,3.8,27,37,9,0
9112,Security,40396.0,36,11,3.3,55,54,2,0
9113,Cloud,15068.0,24,9,2.4,36,93,0,1
9114,Support,18394.0,36,24,4.1,28,30,2,0
9115,Security,6067.0,36,0,3.7,43,36,4,0
9116,Infrastructure,20245.0,12,27,1.0,51,92,1,0
9117,Infrastructure,14859.0,36,4,4.5,28,85,4,1
9118,Security,34164.0,12,27,2.6,4,44,8,0
9119,Support,44410.0,24,27,3.6,10,57,9,1
9120,Support,,24,19,2.6,1,32,5,0
9121,Infrastructure,41834.0,12,10,4.5,3,73,2,0
9122,Security,38715.0,12,29,3.6,9,22,4,0
9123,Support,25773.0,24,8,3.3,55,39,0,0
9124,Infrastructure,38939.0,12,13,4.9,38,83,7,0
9125,Cloud,11114.0,24,2,2.1,43,29,8,0
9126,Security,37939.0,24,4,1.3,7,15,4,0
9127,Cloud,17818.0,24,23,3.1,54,28,8,0
9128,Cloud,,24,25,2.7,22,76,7,1
9129,Support,47819.0,24,20,2.8,26,83,7,0
9130,Support,11209.0,24,8,3.5,22,19,1,0
9131,Support,48148.0,36,17,3.5,47,65,4,0
9132,Security,8577.0,36,5,2.6,33,30,7,0
9133,Cloud,13380.0,24,20,4.5,34,65,2,0
9134,Security,9076.0,36,24,3.6,16,66,0,0
9135,Support,,12,6,4.6,46,11,3,1
9136,Cloud,45545.0,12,15,4.7,49,48,3,0
9137,Security,46205.0,24,7,1.7,9,70,9,0
9138,Security,,36,22,3.7,53,54,3,0
9139,Infrastructure,,12,28,2.3,1,37,3,0
9140,Security,44968.0,12,9,4.3,16,27,8,0
9141,Support,33400.0,12,25,3.9,30,23,0,0
9142,Security,23761.0,12,4,1.8,15,64,8,0
9143,Cloud,,36,10,4.8,23,68,6,0
9144,Security,6810.0,12,28,3.7,56,28,4,0
9145,Infrastructure,26574.0,12,29,4.8,6,50,1,0
9146,Cloud,33562.0,12,20,1.8,18,21,9,1
9147,Cloud,,24,12,4.5,15,29,9,0
9148,Infrastructure,23510.0,12,26,3.7,32,43,9,0
9149,Support,11953.0,12,19,3.2,35,45,3,0
9150,Cloud,44091.0,36,1,4.3,44,30,3,0
9151,Support,27131.0,12,13,3.5,9,65,3,1
9152,Cloud,31883.0,12,8,3.7,42,92,1,0
9153,Cloud,43373.0,12,9,2.0,50,50,7,0
9154,Support,10891.0,24,9,4.3,14,50,3,0
9155,Cloud,40844.0,36,27,3.6,42,52,8,0
9156,Support,23728.0,36,9,4.4,2,81,1,0
9157,Infrastructure,38387.0,24,25,2.4,1,95,6,0
9158,Support,16094.0,24,18,2.3,42,47,4,1
9159,Infrastructure,,36,10,1.1,41,27,4,0
9160,Cloud,,12,10,4.1,34,17,6,0
9161,Support,40772.0,36,2,2.3,26,75,3,0
9162,Cloud,25298.0,24,18,2.3,4,29,2,0
9163,Support,48446.0,12,23,3.8,14,78,8,1
9164,Infrastructure,41807.0,36,21,2.0,35,66,2,1
9165,Infrastructure,39072.0,12,0,4.6,48,27,4,0
9166,Support,43398.0,12,11,3.2,32,69,1,0
9167,Infrastructure,33669.0,24,28,4.9,0,96,6,0
9168,Cloud,35161.0,36,14,1.3,11,11,6,0
9169,Cloud,12282.0,24,13,2.3,41,51,4,0
9170,Security,31539.0,36,2,2.5,40,73,7,0
9171,Infrastructure,8307.0,36,19,3.9,8,53,8,1
9172,Cloud,22745.0,12,12,1.9,56,60,3,0
9173,Support,44433.0,12,17,2.5,57,74,1,0
9174,Infrastructure,42062.0,12,15,4.6,51,74,1,1
9175,Cloud,,24,5,1.5,19,63,3,1
9176,Infrastructure,6073.0,12,9,4.0,29,48,5,0
9177,Support,37683.0,24,27,3.8,13,17,5,0
9178,Cloud,,12,16,1.5,57,76,1,0
9179,Security,,24,16,3.8,22,85,0,0
9180,Security,8599.0,36,7,3.3,28,58,1,0
9181,Infrastructure,32293.0,24,3,2.2,50,98,7,1
9182,Support,,24,14,2.2,41,45,4,0
9183,Cloud,49113.0,24,0,4.3,34,16,2,0
9184,Support,17318.0,36,6,1.9,51,24,8,0
9185,Cloud,8055.0,24,24,3.1,26,94,6,0
9186,Infrastructure,22043.0,36,9,3.7,53,34,7,0
9187,Cloud,11320.0,12,6,1.5,48,66,5,0
9188,Support,,12,0,4.7,26,47,6,0
9189,Support,9642.0,36,16,2.0,29,46,2,0
9190,Infrastructure,32158.0,24,11,2.3,2,25,0,0
9191,Support,14321.0,12,16,3.7,11,10,0,0
9192,Cloud,,24,14,1.3,46,56,0,0
9193,Infrastructure,27757.0,24,23,3.5,30,61,6,0
9194,Cloud,42234.0,36,15,4.7,36,46,1,0
9195,Support,31044.0,12,22,2.0,26,54,5,0
9196,Infrastructure,26971.0,36,13,2.4,46,23,0,0
9197,Cloud,49226.0,36,2,1.9,51,66,9,0
9198,Support,30727.0,36,18,4.3,23,43,7,0
9199,Support,27559.0,36,11,1.7,47,75,4,1
9200,Security,13284.0,24,18,2.4,40,40,8,0
9201,Support,48526.0,12,17,3.4,39,92,2,0
9202,Cloud,22665.0,12,29,2.6,10,92,1,0
9203,Infrastructure,32476.0,12,13,1.3,26,53,7,0
9204,Security,15991.0,24,19,4.8,8,32,4,0
9205,Support,24561.0,24,22,2.4,15,90,0,0
9206,Support,,36,8,2.8,13,75,5,0
9207,Support,15796.0,36,2,1.7,46,20,2,0
9208,Cloud,,36,25,4.5,29,58,7,0
9209,Security,20668.0,36,22,2.2,45,87,5,1
9210,Cloud,40181.0,12,11,1.1,23,67,1,0
9211,Security,39312.0,36,19,2.3,41,38,5,0
9212,Infrastructure,33106.0,24,16,4.9,12,92,2,0
9213,Cloud,32222.0,24,4,1.6,32,60,6,0
9214,Cloud,20729.0,24,7,1.1,54,10,0,0
9215,Infrastructure,,36,18,3.3,8,14,0,0
9216,Security,43394.0,12,25,2.5,48,43,9,0
9217,Support,42282.0,12,3,4.2,25,87,3,0
9218,Infrastructure,38913.0,36,14,3.9,48,28,6,1
9219,Support,14102.0,36,18,1.7,41,97,3,1
9220,Support,49266.0,24,14,3.3,44,49,8,0
9221,Infrastructure,43218.0,24,25,1.1,49,90,7,0
9222,Security,22950.0,12,13,2.8,12,75,4,1
9223,Support,9507.0,24,29,3.9,20,90,0,0
9224,Infrastructure,42016.0,24,15,2.7,28,73,2,0
9225,Cloud,18523.0,36,23,1.5,27,81,7,0
9226,Cloud,29667.0,12,9,1.2,23,26,6,0
9227,Cloud,8992.0,36,23,4.4,12,47,7,0
9228,Infrastructure,46290.0,12,13,4.6,55,99,0,0
9229,Cloud,13027.0,36,19,2.4,41,52,1,0
9230,Support,27144.0,12,10,1.7,19,49,9,0
9231,Cloud,30530.0,24,1,4.9,38,54,6,0
9232,Cloud,49740.0,12,27,3.2,6,49,4,0
9233,Support,20305.0,12,18,2.9,40,80,4,0
9234,Cloud,48561.0,36,2,4.0,47,97,9,0
9235,Support,26731.0,12,3,1.7,14,99,8,0
9236,Cloud,,12,10,3.3,24,39,0,1
9237,Support,38297.0,12,12,4.6,34,44,4,1
9238,Cloud,30842.0,36,17,1.1,12,75,6,0
9239,Support,28827.0,12,17,3.7,42,53,4,0
9240,Infrastructure,,36,18,3.2,7,13,9,0
9241,Support,31173.0,24,11,4.8,20,73,6,0
9242,Cloud,,36,0,2.0,52,14,0,0
9243,Cloud,,12,23,4.4,55,57,4,0
9244,Security,,24,5,2.2,5,75,5,0
9245,Support,27525.0,12,2,2.7,9,36,5,1
9246,Infrastructure,40510.0,36,16,1.9,57,33,3,0
9247,Support,42403.0,24,2,4.5,48,65,4,0
9248,Support,42193.0,24,0,1.8,51,54,7,0
9249,Infrastructure,46429.0,24,2,4.4,40,77,5,0
9250,Support,8830.0,12,3,2.8,20,37,0,0
9251,Infrastructure,5533.0,24,5,4.3,13,14,4,0
9252,Infrastructure,25946.0,24,6,2.1,51,56,6,0
9253,Support,28504.0,24,22,1.5,58,14,7,0
9254,Support,33255.0,24,24,3.2,44,14,3,0
9255,Cloud,41855.0,36,7,3.0,57,57,1,0
9256,Cloud,46721.0,12,12,2.4,32,82,3,0
9257,Security,46850.0,12,3,3.7,24,56,5,0
9258,Security,40123.0,24,5,1.4,55,71,5,0
9259,Support,39723.0,36,10,3.5,18,36,5,0
9260,Infrastructure,40739.0,24,0,1.8,8,13,0,0
9261,Security,,12,7,1.5,48,58,6,0
9262,Support,12493.0,12,21,4.6,46,97,6,0
9263,Security,,12,1,2.8,51,74,4,0
9264,Infrastructure,26311.0,24,7,4.1,36,89,3,0
9265,Support,,24,19,1.4,35,96,2,0
9266,Infrastructure,8644.0,36,8,1.2,35,70,7,0
9267,Support,25445.0,36,3,3.0,56,29,7,0
9268,Security,,12,16,2.3,14,90,2,0
9269,Cloud,14511.0,12,6,1.0,4,17,4,0
9270,Security,5183.0,36,9,1.7,16,91,7,0
9271,Security,14475.0,12,4,1.9,29,22,9,0
9272,Cloud,24230.0,36,9,2.2,6,82,9,1
9273,Cloud,31008.0,24,26,4.5,5,46,5,0
9274,Support,16332.0,12,11,2.7,14,52,1,0
9275,Support,47756.0,12,20,3.7,56,65,0,0
9276,Infrastructure,9722.0,36,19,1.1,51,59,6,0
9277,Infrastructure,,24,5,4.3,45,91,1,0
9278,Security,31631.0,12,0,2.0,9,29,9,1
9279,Cloud,,12,2,2.2,5,57,9,0
9280,Infrastructure,,36,26,1.2,41,28,3,0
9281,Security,20976.0,24,27,2.6,54,78,5,1
9282,Cloud,43623.0,36,6,4.4,51,26,6,0
9283,Support,17046.0,24,10,2.5,59,37,6,0
9284,Security,,24,23,4.6,40,45,6,0
9285,Support,,36,11,4.5,12,47,3,0
9286,Infrastructure,9090.0,36,8,1.2,13,91,9,1
9287,Infrastructure,35008.0,24,0,2.2,0,79,9,0
9288,Cloud,27107.0,36,3,4.6,32,35,5,1
9289,Security,13382.0,12,1,1.1,18,88,2,0
9290,Support,14034.0,12,1,4.1,8,10,7,0
9291,Cloud,13526.0,12,16,4.6,36,90,0,0
9292,Infrastructure,29073.0,12,20,4.1,48,11,7,0
9293,Infrastructure,6110.0,12,1,4.0,47,45,4,0
9294,Security,21445.0,36,3,4.4,11,65,7,1
9295,Support,5386.0,24,24,3.7,4,44,3,0
9296,Security,23584.0,36,10,2.7,5,36,1,0
9297,Support,,12,18,1.3,51,76,3,1
9298,Support,35549.0,12,23,4.2,54,65,7,0
9299,Security,11321.0,36,25,4.6,10,55,9,0
9300,Cloud,29440.0,36,12,3.0,50,29,0,0
9301,Security,36566.0,24,21,3.1,52,17,4,1
9302,Security,46446.0,12,25,2.6,37,81,5,0
9303,Infrastructure,37521.0,36,20,4.4,54,35,3,0
9304,Infrastructure,49692.0,24,17,1.1,9,83,3,0
9305,Security,,12,26,3.5,14,71,3,0
9306,Security,18565.0,12,28,4.6,49,42,2,1
9307,Infrastructure,28027.0,12,18,1.4,52,70,9,0
9308,Support,46500.0,36,23,4.8,38,29,4,0
9309,Security,37095.0,12,14,4.9,54,77,5,0
9310,Cloud,10631.0,12,27,4.7,27,96,2,0
9311,Cloud,,24,11,2.9,2,38,2,0
9312,Cloud,48020.0,36,24,2.5,55,55,8,1
9313,Security,42937.0,24,10,3.8,15,46,1,0
9314,Support,,36,26,2.3,44,99,5,0
9315,Support,43000.0,12,22,1.3,16,62,7,0
9316,Infrastructure,31875.0,24,0,4.6,35,14,7,0
9317,Security,,36,15,3.5,18,97,0,1
9318,Support,27580.0,36,27,1.8,3,75,0,0
9319,Security,25291.0,12,27,1.1,58,24,7,0
9320,Infrastructure,9288.0,12,12,3.9,24,55,0,0
9321,Infrastructure,11734.0,24,28,4.4,26,66,2,0
9322,Infrastructure,22464.0,24,5,2.6,11,17,8,0
9323,Cloud,44008.0,36,22,1.3,55,46,2,0
9324,Security,12814.0,24,27,3.6,26,66,1,0
9325,Infrastructure,48154.0,12,5,2.2,3,23,0,0
9326,Security,12851.0,24,9,1.6,23,14,0,0
9327,Cloud,6600.0,24,26,3.0,16,82,9,0
9328,Cloud,11866.0,36,28,2.9,59,95,2,0
9329,Infrastructure,,12,1,3.1,55,52,5,0
9330,Infrastructure,25373.0,36,28,4.3,25,58,6,0
9331,Support,38100.0,12,24,2.9,17,53,5,0
9332,Security,19847.0,12,2,4.6,21,65,5,0
9333,Infrastructure,19507.0,36,5,4.4,5,57,8,0
9334,Support,14963.0,24,15,3.6,18,39,3,0
9335,Security,11106.0,36,5,1.2,36,42,4,0
9336,Infrastructure,12333.0,24,23,4.5,33,46,0,0
9337,Support,,36,12,4.6,10,59,3,0
9338,Support,36283.0,36,3,2.5,55,16,9,0
9339,Security,44423.0,24,14,3.1,23,76,5,0
9340,Support,43076.0,24,5,2.1,44,52,6,0
9341,Security,34815.0,24,0,1.1,36,49,1,0
9342,Security,,36,8,2.9,22,41,9,1
9343,Security,,24,11,1.5,39,64,5,0
9344,Cloud,6064.0,24,24,1.7,42,92,2,0
9345,Support,46848.0,24,22,2.9,3,98,6,0
9346,Security,48883.0,12,10,4.5,17,86,8,0
9347,Infrastructure,11820.0,24,12,4.4,29,85,3,0
9348,Cloud,13512.0,24,0,4.9,14,18,7,0
9349,Cloud,41725.0,24,18,2.9,36,18,9,0
9350,Support,24615.0,12,27,3.2,22,73,5,0
9351,Security,44776.0,12,20,4.3,11,54,2,1
9352,Support,22884.0,24,3,3.8,3,70,2,1
9353,Cloud,22952.0,24,4,1.7,3,79,2,1
9354,Security,14711.0,24,22,2.6,51,47,3,0
9355,Infrastructure,25473.0,24,24,4.7,40,84,1,0
9356,Security,,12,16,1.6,40,55,4,1
9357,Cloud,14597.0,24,4,1.8,13,79,7,0
9358,Infrastructure,26984.0,12,18,2.6,58,73,6,0
9359,Security,,36,2,4.8,57,44,8,0
9360,Infrastructure,45727.0,12,10,1.5,55,21,2,1
9361,Infrastructure,,36,1,3.7,58,57,3,1
9362,Cloud,,12,21,1.5,7,72,7,0
9363,Infrastructure,,12,13,3.1,22,54,9,0
9364,Support,47773.0,12,5,3.1,0,15,2,1
9365,Cloud,11500.0,24,18,1.2,55,54,0,1
9366,Support,,12,0,4.8,10,99,1,0
9367,Infrastructure,25209.0,24,6,4.2,26,41,9,0
9368,Support,25977.0,12,1,2.2,3,77,9,0
9369,Security,43040.0,12,23,1.5,28,12,7,0
9370,Infrastructure,46462.0,36,18,2.4,16,11,6,0
9371,Security,8521.0,12,0,4.6,48,29,3,0
9372,Support,6300.0,24,25,1.5,18,92,7,1
9373,Security,32075.0,36,8,2.4,44,48,2,0
9374,Infrastructure,28979.0,36,20,3.0,50,21,0,0
9375,Security,35802.0,12,16,1.1,57,70,3,0
9376,Support,17225.0,12,9,2.1,48,45,5,0
9377,Support,16481.0,36,26,3.4,23,18,5,0
9378,Support,26217.0,24,5,2.3,51,53,3,0
9379,Infrastructure,49813.0,12,25,4.5,43,84,7,0
9380,Support,42153.0,36,2,4.7,51,62,8,0
9381,Infrastructure,19755.0,24,26,2.8,45,39,1,0
9382,Security,29914.0,12,19,3.1,53,75,2,0
9383,Support,,36,23,3.5,40,47,7,0
9384,Security,31269.0,36,14,3.7,56,47,0,0
9385,Cloud,,12,20,1.3,43,42,0,0
9386,Security,29555.0,24,27,1.2,55,80,6,1
9387,Cloud,24874.0,24,21,4.5,31,94,9,0
9388,Security,41535.0,36,25,1.9,30,64,6,1
9389,Infrastructure,12925.0,24,19,3.3,48,85,6,0
9390,Security,8107.0,36,5,3.5,15,94,4,0
9391,Infrastructure,25852.0,12,2,1.7,31,32,6,0
9392,Infrastructure,35183.0,24,9,4.0,43,79,8,0
9393,Support,32617.0,12,11,4.5,41,23,5,0
9394,Infrastructure,13722.0,36,0,2.1,57,58,5,0
9395,Cloud,27631.0,12,21,4.5,33,54,2,0
9396,Support,36622.0,24,29,1.3,34,86,6,0
9397,Support,12883.0,12,28,4.2,58,36,5,0
9398,Security,24708.0,24,15,3.6,36,84,4,1
9399,Infrastructure,22197.0,24,16,3.3,15,76,2,0
9400,Infrastructure,26134.0,24,9,1.9,20,58,2,1
9401,Cloud,45386.0,24,11,2.4,12,11,5,0
9402,Security,38550.0,24,18,4.6,57,69,5,0
9403,Security,19642.0,36,27,2.9,55,75,4,0
9404,Support,,12,7,3.4,17,68,2,0
9405,Support,37243.0,36,22,4.7,1,69,1,0
9406,Support,45557.0,12,7,2.9,55,31,3,0
9407,Cloud,29583.0,12,9,2.6,32,98,3,0
9408,Cloud,33349.0,12,9,4.6,40,55,9,0
9409,Support,19002.0,36,17,4.6,17,62,1,1
9410,Security,24523.0,24,9,2.4,27,28,8,0
9411,Cloud,49749.0,24,6,3.4,36,58,2,0
9412,Security,10007.0,36,29,4.9,34,89,0,0
9413,Security,25435.0,24,3,1.2,36,26,4,0
9414,Infrastructure,,12,0,1.2,11,36,9,0
9415,Support,30093.0,24,10,3.1,39,28,2,0
9416,Infrastructure,16294.0,24,18,2.2,7,39,5,1
9417,Support,43405.0,24,4,3.3,53,87,0,1
9418,Support,15908.0,12,29,3.9,24,55,9,1
9419,Security,17699.0,24,25,1.3,6,73,3,0
9420,Support,39633.0,24,7,4.5,1,41,0,1
9421,Security,6376.0,24,1,2.1,32,62,0,0
9422,Security,19255.0,36,1,2.5,55,32,9,0
9423,Support,18647.0,36,23,2.3,32,45,7,0
9424,Security,43176.0,24,13,4.4,39,19,9,0
9425,Security,13163.0,36,8,1.7,59,68,3,0
9426,Security,44051.0,36,9,1.1,56,38,9,0
9427,Cloud,39744.0,12,12,4.9,48,20,2,0
9428,Security,11443.0,36,28,4.9,22,47,5,0
9429,Cloud,18324.0,36,0,2.0,4,88,9,0
9430,Cloud,26143.0,24,13,1.0,13,41,8,0
9431,Security,45363.0,12,1,3.6,7,61,5,1
9432,Security,9920.0,12,3,3.6,19,10,0,0
9433,Cloud,22375.0,12,27,4.8,17,23,7,0
9434,Cloud,42996.0,36,18,2.2,22,12,0,0
9435,Security,16748.0,24,0,1.8,28,39,2,1
9436,Security,33535.0,12,3,3.5,6,40,8,0
9437,Support,20715.0,12,10,3.3,23,10,3,0
9438,Cloud,11450.0,36,12,3.9,45,55,7,0
9439,Cloud,30010.0,12,26,4.5,24,23,8,0
9440,Support,,24,17,3.2,13,45,7,0
9441,Cloud,19717.0,12,9,1.6,37,55,5,1
9442,Infrastructure,47885.0,24,4,3.4,2,64,8,1
9443,Cloud,14664.0,24,0,2.5,52,45,5,0
9444,Support,6099.0,24,13,2.8,45,52,4,0
9445,Infrastructure,28225.0,36,15,4.8,13,52,7,1
9446,Security,7637.0,36,23,3.2,2,24,3,0
9447,Support,,24,25,1.6,41,47,2,0
9448,Support,,24,17,2.8,8,98,3,1
9449,Security,24797.0,12,26,1.9,52,53,8,0
9450,Support,45225.0,12,2,1.5,6,64,3,0
9451,Cloud,15807.0,12,2,3.8,25,64,6,0
9452,Security,22738.0,36,3,3.5,6,87,0,0
9453,Support,11402.0,12,6,3.0,6,97,5,1
9454,Security,9521.0,24,12,2.7,43,67,7,1
9455,Security,13382.0,24,8,2.3,57,66,6,0
9456,Security,42121.0,36,2,1.4,35,65,4,0
9457,Infrastructure,20065.0,36,16,2.2,51,11,3,1
9458,Support,24934.0,12,14,4.4,12,43,1,1
9459,Infrastructure,19425.0,36,26,4.1,2,58,0,0
9460,Support,18111.0,24,9,4.9,19,73,0,0
9461,Cloud,45799.0,24,14,3.6,8,96,4,0
9462,Cloud,20510.0,36,0,3.2,52,17,8,0
9463,Cloud,42851.0,24,27,2.2,21,78,6,0
9464,Support,13816.0,36,26,1.3,51,67,1,0
9465,Security,17317.0,24,21,3.5,44,52,5,0
9466,Security,7175.0,12,20,3.0,32,71,9,0
9467,Infrastructure,16341.0,36,9,4.0,22,61,6,1
9468,Infrastructure,,36,6,2.6,22,42,7,0
9469,Cloud,26608.0,36,6,4.9,37,29,8,0
9470,Infrastructure,22579.0,24,2,2.6,51,89,2,1
9471,Support,35194.0,12,6,2.3,25,68,1,0
9472,Support,39837.0,36,8,4.5,31,69,6,0
9473,Infrastructure,8358.0,24,7,2.6,55,72,7,0
9474,Infrastructure,23822.0,36,2,4.5,27,65,8,0
9475,Infrastructure,46576.0,24,25,1.1,29,46,9,0
9476,Infrastructure,42012.0,12,4,3.8,39,69,4,0
9477,Cloud,24727.0,24,12,1.3,16,97,8,1
9478,Cloud,39579.0,24,12,1.6,56,60,0,0
9479,Infrastructure,36018.0,36,29,3.8,55,38,8,0
9480,Support,21555.0,24,7,2.2,17,18,9,0
9481,Cloud,10906.0,36,17,1.8,24,95,4,0
9482,Support,,24,29,4.2,3,93,1,1
9483,Security,9063.0,12,29,4.8,25,49,5,0
9484,Support,48214.0,24,6,1.9,30,77,0,1
9485,Infrastructure,13644.0,36,26,2.3,11,52,6,0
9486,Security,47378.0,24,9,3.9,53,85,6,0
9487,Cloud,13142.0,24,9,4.3,47,32,9,0
9488,Cloud,36644.0,12,22,5.0,17,17,7,0
9489,Security,38521.0,36,10,2.1,9,83,0,1
9490,Support,16564.0,12,11,3.2,35,73,1,0
9491,Cloud,44619.0,24,29,1.5,1,32,0,0
9492,Infrastructure,10104.0,12,12,2.3,59,65,7,0
9493,Security,32299.0,24,7,1.2,24,23,7,1
9494,Infrastructure,18421.0,24,16,1.8,46,89,2,0
9495,Security,28211.0,12,23,3.0,8,26,9,1
9496,Cloud,16202.0,12,13,1.7,46,29,1,0
9497,Support,48871.0,24,16,4.6,31,21,8,0
9498,Security,47185.0,12,18,3.8,4,82,4,0
9499,Security,46127.0,12,15,1.1,50,81,8,0
9500,Infrastructure,8685.0,24,8,4.5,2,50,1,1
9501,Cloud,,36,19,4.9,16,94,5,0
9502,Infrastructure,,12,9,3.0,12,41,0,0
9503,Cloud,23366.0,12,28,2.3,55,46,6,0
9504,Infrastructure,42712.0,36,8,2.1,2,27,3,0
9505,Security,29276.0,12,0,1.3,27,38,6,0
9506,Infrastructure,20410.0,24,23,3.0,3,16,8,0
9507,Support,14678.0,12,2,1.2,17,49,0,0
9508,Cloud,29575.0,24,10,3.0,55,15,0,0
9509,Cloud,46401.0,36,6,2.0,34,29,6,0
9510,Security,46230.0,36,17,2.9,13,64,9,0
9511,Cloud,18888.0,36,12,2.7,15,65,1,0
9512,Support,21727.0,12,22,2.2,11,82,7,1
9513,Infrastructure,8081.0,36,22,2.8,10,62,3,0
9514,Security,28021.0,12,24,2.9,1,82,6,1
9515,Support,14449.0,12,17,4.3,32,81,9,0
9516,Cloud,20657.0,12,15,3.7,12,90,1,1
9517,Cloud,40059.0,36,23,2.7,29,97,7,0
9518,Support,,36,15,4.6,25,96,5,0
9519,Infrastructure,,12,20,4.0,49,42,0,0
9520,Infrastructure,21015.0,36,9,1.3,17,31,8,1
9521,Security,,12,8,1.6,12,59,1,0
9522,Cloud,11344.0,36,7,1.3,3,95,3,1
9523,Support,46198.0,24,18,2.3,58,36,8,0
9524,Infrastructure,14106.0,36,2,2.7,32,57,7,0
9525,Security,39206.0,36,26,3.0,14,75,7,1
9526,Cloud,14652.0,36,27,4.4,16,22,3,1
9527,Cloud,29550.0,12,25,1.1,5,11,0,0
9528,Security,11389.0,12,23,2.7,4,55,9,0
9529,Security,27361.0,24,8,2.6,32,80,3,0
9530,Infrastructure,40847.0,24,1,4.8,53,20,2,0
9531,Support,44063.0,24,18,2.0,15,35,2,1
9532,Cloud,18703.0,12,29,1.5,45,72,0,0
9533,Support,,24,29,1.6,23,58,8,0
9534,Cloud,46326.0,24,7,3.1,4,72,2,0
9535,Cloud,41509.0,36,17,2.6,2,30,3,0
9536,Support,18881.0,24,7,4.0,34,58,0,0
9537,Security,20414.0,36,4,2.3,26,88,2,0
9538,Infrastructure,,12,5,1.5,11,89,0,0
9539,Cloud,27831.0,12,29,2.5,49,18,3,1
9540,Security,46091.0,36,9,4.5,40,30,9,0
9541,Cloud,12588.0,24,14,2.6,24,62,6,0
9542,Infrastructure,5903.0,12,27,4.3,54,64,9,0
9543,Cloud,49416.0,36,3,2.5,16,50,7,0
9544,Infrastructure,47723.0,12,2,2.1,48,15,7,0
9545,Infrastructure,40572.0,12,23,4.1,19,10,0,0
9546,Cloud,22610.0,24,8,1.8,27,73,5,1
9547,Cloud,39052.0,12,15,1.9,49,14,7,0
9548,Infrastructure,38457.0,36,28,1.2,34,35,9,0
9549,Security,26527.0,24,15,1.8,49,10,9,0
9550,Support,42550.0,36,14,2.5,14,10,7,0
9551,Infrastructure,34011.0,36,23,2.6,32,95,8,0
9552,Cloud,42275.0,36,8,2.7,2,47,7,0
9553,Cloud,39764.0,24,16,2.9,6,50,4,0
9554,Security,37004.0,12,20,3.3,9,92,0,0
9555,Support,29064.0,36,11,1.8,40,37,8,0
9556,Infrastructure,33702.0,12,22,3.5,25,14,9,0
9557,Infrastructure,25165.0,12,7,2.3,40,30,9,1
9558,Support,13631.0,36,13,3.9,39,72,9,0
9559,Infrastructure,26852.0,12,26,3.2,5,95,9,0
9560,Support,9507.0,24,17,3.2,32,93,4,0
9561,Cloud,5527.0,24,11,3.7,15,21,6,0
9562,Support,33981.0,12,26,2.3,23,15,6,1
9563,Infrastructure,40764.0,12,13,2.7,55,38,3,0
9564,Support,41235.0,24,19,3.3,29,70,7,0
9565,Security,38471.0,12,22,2.7,59,44,9,0
9566,Cloud,5662.0,12,4,2.8,56,84,8,0
9567,Cloud,29940.0,12,0,2.1,9,61,3,0
9568,Support,46882.0,12,12,2.1,10,42,1,0
9569,Infrastructure,11256.0,36,13,3.8,43,34,9,0
9570,Security,33432.0,12,1,1.0,21,23,3,0
9571,Cloud,13367.0,24,15,1.4,2,62,1,0
9572,Cloud,43065.0,36,4,4.8,37,70,0,0
9573,Infrastructure,30511.0,36,21,1.7,39,22,0,0
9574,Infrastructure,13573.0,24,0,2.7,22,24,3,0
9575,Security,,12,11,4.4,44,64,8,1
9576,Support,,36,18,1.0,55,62,8,1
9577,Infrastructure,18500.0,36,21,4.7,18,81,6,0
9578,Support,5305.0,12,21,1.2,39,56,4,1
9579,Security,26881.0,12,22,1.7,52,54,5,0
9580,Support,9697.0,24,9,1.1,54,84,0,0
9581,Cloud,12222.0,36,11,3.1,12,73,2,0
9582,Support,,12,29,4.8,35,24,0,1
9583,Security,,12,29,4.4,2,30,9,0
9584,Security,29236.0,24,18,3.6,21,45,4,0
9585,Security,49231.0,36,15,1.7,24,79,3,0
9586,Support,38170.0,12,16,4.5,19,34,2,0
9587,Cloud,17901.0,24,12,4.0,27,53,5,0
9588,Infrastructure,11940.0,36,6,2.1,56,10,5,0
9589,Cloud,24054.0,36,27,4.2,2,51,8,0
9590,Support,45863.0,36,26,4.5,21,68,3,0
9591,Support,48610.0,36,2,3.8,43,42,8,1
9592,Infrastructure,9544.0,24,4,1.4,36,41,3,0
9593,Support,30318.0,12,3,4.9,56,75,7,0
9594,Security,11074.0,36,27,1.3,37,34,7,0
9595,Security,44618.0,36,14,3.6,17,49,1,0
9596,Security,38518.0,12,16,1.4,19,67,9,0
9597,Security,30444.0,36,11,4.6,45,84,7,0
9598,Security,25446.0,36,22,2.4,4,73,1,0
9599,Support,33543.0,12,13,3.0,42,28,7,0
9600,Infrastructure,29789.0,12,28,1.7,58,98,5,0
9601,Infrastructure,6617.0,36,3,3.2,8,37,2,0
9602,Security,40298.0,12,16,4.8,28,83,6,0
9603,Support,8333.0,24,10,4.6,16,89,5,0
